Category were the 30 under 30 person was selected,Forbes Name,Forbes Age,Forbes Country,Role in the Company,Company,Description,LinkedIn Profile,linkedin_name,Exact match between the name ?,Did I had o perform a manual searh to find the linkedin profile ?
30 Under 30 - Europe - Media & Marketing,Otegha Uwagba,27,United Kingdom,Founder, Women Who,"As the founder of Women Who, Uwagba connects and supports creative working women through various forms of content including a newsletter, website and podcast, as well as live events. Her career guide, ""Little Black Book: A Toolkit for Working Women,"" is a Sunday Times bestseller.",https://www.linkedin.com/in/otegha-uwagba-2309864a,Otegha Uwagba ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Amy Williams,26,United Kingdom,Cofounder, Good-Loop,"What if instead of blocking ads, you could control where ad revenue went? That's the model of Good-Loop, an ethical ad-choice alternative to ad-blocker. In exchange for opting-in to an ad and giving that advertiser attention, the advertiser must give away a portion of its media spend to a charity of your choice. The company currently works with six advertisers running hundreds of thousands of ads per month on over 30 websites, including Shortlist, Netmums and CityAM. The charities it partners with include Wateraid and Save the Children.",https://www.linkedin.com/in/amy-williams-,Amy Williams ,TRUE,NO
30 Under 30 - Europe - Technology,Alesis Novik,28,United Kingdom,Cofounders, AimBrain,"Andrius Sutas is the CEO of AimBrain, a BIDaaS (Biometric Identity as-a-Service) platform for global financial institutions, cofounded with CTO Alesis Novik. Its tech combines voice, facial and behavioral biometrics, combined with a deep learning engine, all designed to create an accurate profile of a user over time. That helps it determine when a fraudulent transaction is taking place. The firm works with large financial enterprises with hundreds of thousands to millions of users each. In 2017, London-based AimBrain raised ?4.36 million from BGF Ventures, Episode 1, Entrepreneur First (EF), and other angel investors.",https://www.linkedin.com/in/alesisnovik,Alesis Novik ,TRUE,NO
30 Under 30 - Europe - Technology,Andrius Sutas,26,United Kingdom,Cofounders, AimBrain,"Andrius Sutas is the CEO of AimBrain, a BIDaaS (Biometric Identity as-a-Service) platform for global financial institutions, cofounded with CTO Alesis Novik. Its tech combines voice, facial and behavioral biometrics, combined with a deep learning engine, all designed to create an accurate profile of a user over time. That helps it determine when a fraudulent transaction is taking place. The firm works with large financial enterprises with hundreds of thousands to millions of users each. In 2017, London-based AimBrain raised ?4.36 million from BGF Ventures, Episode 1, Entrepreneur First (EF), and other angel investors.",,,FALSE,
30 Under 30 - Europe - Technology,Jenna Brown,28,United Kingdom,Cofounder, Shipamax,"Shipamax is fixing the problem of booking and communication for the freight ships carrying tons of agricultural commodities, metals and gasoline products everyday. Ship brokers and operators can use the startup's communication platform to share information about fleet openings or a ship's commercial status. After raising $2.5 million via Founders Fund's FF Angel seed stage fund, cofounder and CEO Jenna Brown now counts Jerry Yang's AME Cloud and Cherubic Ventures as investors. The company is also a graduate of Y Combinator.",https://www.linkedin.com/in/jenna-brown-2539b716,Jenna Brown ,TRUE,NO
30 Under 30 - Europe - Technology,Veronique Barbosa,28,United Kingdom,Cofounders, Flux,"Flux has developed a retail application that links itemized spending to bank cards. The service automatically delivers receipts, loyalty points and rewards to a customer's banking app so they don't need to download anything extra. Since launching in April 2017, Flux has partnered with Barclays Bank, Monzo Bank and Starling Bank, as well as the cafe chain EAT. Flux has recently been authorized as the first U.K. Account Information Service Provider under Open Banking regulations.",https://www.linkedin.com/in/veronique-merriam-barbosa-43219b27,Veronique Merriam Barbosa ,FALSE,NO
30 Under 30 - Europe - Technology,Matty Cusden-Ross,24,United Kingdom,Cofounders, Flux,"Flux has developed a retail application that links itemized spending to bank cards. The service automatically delivers receipts, loyalty points and rewards to a customer's banking app so they don't need to download anything extra. Since launching in April 2017, Flux has partnered with Barclays Bank, Monzo Bank and Starling Bank, as well as the cafe chain EAT. Flux has recently been authorized as the first U.K. Account Information Service Provider under Open Banking regulations.",,,FALSE,
30 Under 30 - Europe - Technology,Tom Reay,29,United Kingdom,Cofounders, Flux,"Flux has developed a retail application that links itemized spending to bank cards. The service automatically delivers receipts, loyalty points and rewards to a customer's banking app so they don't need to download anything extra. Since launching in April 2017, Flux has partnered with Barclays Bank, Monzo Bank and Starling Bank, as well as the cafe chain EAT. Flux has recently been authorized as the first U.K. Account Information Service Provider under Open Banking regulations.",,,FALSE,
30 Under 30 - Europe - Technology,Dhruv Ghulati,26,United Kingdom,CEO, Factmata,"Dhruv Ghulati is CEO and cofounder of Factmata along with two professors from Sheffield and UCL universities, and one of the early developers of Wikipedia. He says Factmata is on a mission to tackle online misinformation on the web, using both artificial intelligence and communities. The platform uses human assisted artificial intelligence to help detect abusive content, hate speech, spam, propaganda and fake news. Factmata is also working on a tool to assist journalists and active newsreaders to detect, verify and fact check media information in close to real time. Founded in January 2017, Ghulati has so far raised $1 million in seed funding from billionaire Mark Cuban, Zynga founder Mark Pincus and other investors.",https://www.linkedin.com/in/dhruvghulati,Dhruv Ghulati ,TRUE,NO
30 Under 30 - Europe - Technology,Jordan Hatch,23,United Kingdom,Head of Web Technology, Department for International Trade,"Jordan Hatch dropped out of school to help build the U.K. government's official single-government website, gov.uk, when he was 17, then went on to do the same for the government of Australia. Most recently, Hatch has been appointed Head of Web Technology at the Department for International Trade in the U.K. Government, delivering the technology required to support the U.K.'s exit from the European Union and its future trade and investment strategy. Hatch has also served as a young adviser to former Vice-President of the European Commission, Neelie Kroes, where he cofounded Code Week, a high-profile initiative across Europe to get more young people involved in technology. Code Week is now in its 5th year, and has recently expanded to Africa.",NO PROFILE,30+ Jordan Hatch profiles ,FALSE,YES
30 Under 30 - Europe - Technology,Ishaan Malhi,28,United Kingdom,Founder, Trussle,"Trussle is the U.K.'s first online mortgage broker. It uses a proprietary algorithm to parse through 11,000 financial products from 90 different lenders to find the right match for home buyers. The service monitors a mortgage everyday and searches for better deals, switching customers over when it finds one with better savings. Ishaan Malhi founded the company in 2015 after the frustration of (unsuccessfully) trying to get a mortgage. He now aims to save British consumers ?15 billion in unnecessary mortgage payments.",https://www.linkedin.com/in/ishaan-malhi-a83a8428,Ishaan Malhi ,TRUE,NO
30 Under 30 - Europe - Technology,Julian Schrittwieser,25,United Kingdom,Senior Software Engineer/DeepMind, DeepMind,"Julian Schrittwieser is a senior software engineer on DeepMind's AlphaGo team, second author on the recent AlphaGo Zero paper and authored the company's first landmark paper on AlphaGo at the age of 23. He is the core developer of AlphaGo Zero, working on everything from the main search algorithm, the training framework to support for new hardware, while also creating network architectures to tackle more complex games and real-world science problems.",https://uk.linkedin.com/in/julian-schrittwieser-92476516,Julian Schrittwieser ,TRUE,NO
30 Under 30 - Europe - Technology,Thomas Shadwell,23,United Kingdom,Security Engineer, Twitch,"Thomas Shadwell is one of the youngest engineers in the cybersecurity team at Twitch, the hugely popular game streaming platform owned by Amazon. He's charged with designing the systems that defend Twitch and its users from hackers, and testing those systems for weaknesses. Outside of Twitch, Shadwell has done his bit to protect those who don't use the Amazon service, recently outlining some serious vulnerabilities in the U.K.'s tax regulator that could've been abused to expose a vast amount of the population's personal data.",https://www.linkedin.com/in/thomas-shadwell-4b333b50,Thomas Shadwell ,TRUE,NO
30 Under 30 - Europe - Technology,Imogen Wethered,29,United Kingdom,Cofounder, Qudini,"London-based Qudini is a cloud-based technology platform that enables brands with physical locations (stores, restaurants, leisure centers, etc.) to manage queues and take bookings for appointments and events online. Imogen Wethered, Qudini's CEO, cofounded the company in 2012 when she was 23 and had just left university. Some 16 million customers have been entered into the Qudini platform to avoid queuing and the company also counts the NHS, Thomas Cook, Telefonica Global, John Lewis and IKEA as clients.",https://www.linkedin.com/in/imogen-wethered-6286653b,Imogen Wethered ,TRUE,NO
